,Unnamed: 0,ground_truth_output,num_queries,original_output,original_score,original_text,perturbed_output,perturbed_score,perturbed_text,result_type,bleu,sem,acpt_per,acpt_orig,acpt,id,original_text_raw,perturbed_text_raw
108,108,0.0,143.0,0.0,0.002211451530456543,"it's not a [[particularly]] [[good]] [[film]] , but neither is it a monsterous one .",1.0,0.8868086934089661,"it's not a [[uncommonly]] [[best]] [[cinematographic]] , but neither is it a monsterous one .",Successful,0.6475445426291286,0.6899744868278503,-40.36745071411133,-37.9127311706543,-2.4547195434570312,textfooler-108,"it's not a particularly good film , but neither is it a monsterous one .","it's not a uncommonly best cinematographic , but neither is it a monsterous one ."
142,142,1.0,138.0,1.0,0.0004540085792541504,it [[works]] its magic with such exuberance and [[passion]] that the film's [[length]] [[becomes]] a part of its fun .,0.0,0.9988869428634644,it [[labor]] its magic with such exuberance and [[emotions]] that the film's [[lengths]] [[buys]] a part of its fun .,Successful,0.5464463020975288,0.7736543416976929,-44.40988540649414,-43.7073974609375,-0.7024879455566406,textfooler-142,it works its magic with such exuberance and passion that the film's length becomes a part of its fun .,it labor its magic with such exuberance and emotions that the film's lengths buys a part of its fun .
540,540,1.0,18.0,1.0,0.007269442081451416,very predictable but still [[entertaining]],0.0,0.9926102757453918,very predictable but still [[funniest]],Successful,0.668740304976422,0.8349491357803345,-39.4632453918457,-37.70393753051758,-1.759307861328125,textfooler-540,very predictable but still entertaining,very predictable but still funniest
862,862,0.0,93.0,0.0,0.001871168613433837,"slap her - she's not [[funny]] ! no french people were harmed during the making of this movie , but they were [[insulted]] and the audience was put through torture for an hour and a half .",1.0,0.5571715831756592,"slap her - she's not [[outlandish]] ! no french people were harmed during the making of this movie , but they were [[belittling]] and the audience was put through torture for an hour and a half .",Successful,0.8543474855325977,0.9488564729690552,-43.427982330322266,-38.15747833251953,-5.2705039978027335,textfooler-862,"slap her - she's not funny ! no french people were harmed during the making of this movie , but they were insulted and the audience was put through torture for an hour and a half .","slap her - she's not outlandish ! no french people were harmed during the making of this movie , but they were belittling and the audience was put through torture for an hour and a half ."
240,240,0.0,69.0,0.0,0.0006105899810791018,"the film never [[gets]] over its own investment in conventional arrangements , in terms of love , age , gender , race , and class .",1.0,0.995331346988678,"the film never [[have]] over its own investment in conventional arrangements , in terms of love , age , gender , race , and class .",Successful,0.8942255541978509,0.9770601391792296,-33.671470642089844,-32.748550415039055,-0.9229202270507812,textfooler-240,"the film never gets over its own investment in conventional arrangements , in terms of love , age , gender , race , and class .","the film never have over its own investment in conventional arrangements , in terms of love , age , gender , race , and class ."
41,41,0.0,161.0,0.0,0.0015998482704162598,"after [[several]] [[scenes]] of this [[tacky]] [[nonsense]] , you'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially [[because]] half [[past]] dead is [[like]] the rock on a wal-mart [[budget]] .",1.0,0.5113428831100464,"after [[respective]] [[photographing]] of this [[naff]] [[senseless]] , you'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially [[as]] half [[ancient]] dead is [[love]] the rock on a wal-mart [[estimation]] .",Successful,0.5423932270674464,0.7924725413322449,-59.86305236816406,-55.66094589233398,-4.202106475830078,textfooler-41,"after several scenes of this tacky nonsense , you'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially because half past dead is like the rock on a wal-mart budget .","after respective photographing of this naff senseless , you'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially as half ancient dead is love the rock on a wal-mart estimation ."
874,874,0.0,84.0,0.0,0.000561058521270752,the [[satire]] is just too [[easy]] to be genuinely [[satisfying]] .,1.0,0.7852634191513062,the [[humor]] is just too [[ease]] to be genuinely [[contented]] .,Successful,0.5042387236869966,0.6204531192779541,-43.63022232055664,-38.85651779174805,-4.773704528808594,textfooler-874,the satire is just too easy to be genuinely satisfying .,the humor is just too ease to be genuinely contented .
202,202,0.0,146.0,0.0,0.0007446408271789551,eight legged [[freaks]] [[falls]] [[flat]] as a [[spoof]] .,1.0,0.8479725122451782,eight legged [[monsters]] [[cascades]] [[unfurnished]] as a [[scythe]] .,Successful,0.6104735835807844,0.5995767712593079,-42.9947624206543,-41.48921203613281,-1.5055503845214844,textfooler-202,eight legged freaks falls flat as a spoof .,eight legged monsters cascades unfurnished as a scythe .
271,271,0.0,51.0,0.0,0.387866735458374,the densest distillation of roberts' [[movies]] ever made .,1.0,0.9988165497779846,the densest distillation of roberts' [[images]] ever made .,Successful,0.5969491792019646,0.7858170866966248,-39.702579498291016,-39.12013626098633,-0.5824432373046875,textfooler-271,the densest distillation of roberts' movies ever made .,the densest distillation of roberts' images ever made .
556,556,0.0,59.0,0.0,0.0009377598762512207,a [[terrible]] movie that some people will nevertheless find moving .,1.0,0.9993630051612854,a [[harrowing]] movie that some people will nevertheless find moving .,Successful,0.8070557274927981,0.8582996726036072,-33.723072052001946,-35.039016723632805,1.3159446716308594,textfooler-556,a terrible movie that some people will nevertheless find moving .,a harrowing movie that some people will nevertheless find moving .
338,338,1.0,56.0,1.0,0.0008019804954528809,"pratfalls aside , barbershop gets its greatest play from the [[timeless]] spectacle of people really talking to each other .",0.0,0.8972916603088379,"pratfalls aside , barbershop gets its greatest play from the [[bottomless]] spectacle of people really talking to each other .",Successful,0.8578928092681435,0.9047534465789796,-41.622802734375,-40.42688369750977,-1.1959190368652344,textfooler-338,"pratfalls aside , barbershop gets its greatest play from the timeless spectacle of people really talking to each other .","pratfalls aside , barbershop gets its greatest play from the bottomless spectacle of people really talking to each other ."
381,381,1.0,76.0,1.0,0.0007924437522888184,"the film is . . . determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to [[carefully]] delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation .",0.0,0.6307913661003113,"the film is . . . determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to [[severely]] delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation .",Successful,0.9400286519761379,0.9873212575912476,-34.69875717163086,-34.72399139404297,0.02523422241210937,textfooler-381,"the film is . . . determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation .","the film is . . . determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to severely delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation ."
948,948,1.0,34.0,1.0,0.0003736019134521485,"this is a movie that refreshes the mind and spirit along with the body , so [[original]] is its content , look , and style .",0.0,0.9845155477523804,"this is a movie that refreshes the mind and spirit along with the body , so [[rudimentary]] is its content , look , and style .",Successful,0.8942255541978509,0.9233428239822388,-34.588573455810554,-36.16509246826172,1.576519012451172,textfooler-948,"this is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style .","this is a movie that refreshes the mind and spirit along with the body , so rudimentary is its content , look , and style ."
324,324,1.0,87.0,1.0,0.0012097954750061035,"director lee has a true cinematic knack , but it's also nice to [[see]] a movie with its [[heart]] so thoroughly , unabashedly on its sleeve .",0.0,0.983387529850006,"director lee has a true cinematic knack , but it's also nice to [[presume]] a movie with its [[coeur]] so thoroughly , unabashedly on its sleeve .",Successful,0.7937559205024689,0.9692988395690918,-47.16740417480469,-43.26499938964844,-3.90240478515625,textfooler-324,"director lee has a true cinematic knack , but it's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve .","director lee has a true cinematic knack , but it's also nice to presume a movie with its coeur so thoroughly , unabashedly on its sleeve ."
636,636,0.0,217.0,0.0,0.0004647970199584961,"from the [[choppy]] [[editing]] to the [[annoying]] [[score]] to 'special effects' by way of replacing objects in a character's hands below the camera line , "" [[besotted]] "" is [[misbegotten]]",1.0,0.7793327569961548,"from the [[taut]] [[amendment]] to the [[discouraging]] [[classification]] to 'special effects' by way of replacing objects in a character's hands below the camera line , "" [[unnerved]] "" is [[nincompoops]]",Successful,0.6469233960701193,0.7627233266830444,-50.46516036987305,-48.80453872680664,-1.6606216430664062,textfooler-636,"from the choppy editing to the annoying score to 'special effects' by way of replacing objects in a character's hands below the camera line , "" besotted "" is misbegotten","from the taut amendment to the discouraging classification to 'special effects' by way of replacing objects in a character's hands below the camera line , "" unnerved "" is nincompoops"
363,363,0.0,144.0,0.0,0.001389622688293457,one of the [[worst]] [[movies]] of the year . . . . [[watching]] it was painful .,1.0,0.7747926115989685,one of the [[finest]] [[photographing]] of the year . . . . [[note]] it was painful .,Successful,0.5730574043798691,0.5154969096183777,-36.69917678833008,-33.04058074951172,-3.65859603881836,textfooler-363,one of the worst movies of the year . . . . watching it was painful .,one of the finest photographing of the year . . . . note it was painful .
410,410,0.0,193.0,0.0,0.000882565975189209,"harris is [[supposed]] to [[be]] the [[star]] of the [[story]] , but [[comes]] across as [[pretty]] [[dull]] and [[wooden]] .",1.0,0.8647999167442322,"harris is [[suspicions]] to [[remain]] the [[starr]] of the [[tales]] , but [[gets]] across as [[somewhat]] [[grim]] and [[forestier]] .",Successful,0.5961621647299126,0.5376126170158386,-52.25469589233398,-48.585792541503906,-3.668903350830078,textfooler-410,"harris is supposed to be the star of the story , but comes across as pretty dull and wooden .","harris is suspicions to remain the starr of the tales , but gets across as somewhat grim and forestier ."
654,654,0.0,58.0,0.0,0.264456570148468,". . . [[feels]] as if ( there's ) a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something .",1.0,0.8328636884689331,". . . [[feel]] as if ( there's ) a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something .",Successful,0.9234732618882052,0.9811744689941406,-40.83418655395508,-40.94781494140625,0.11362838745117188,textfooler-654,". . . feels as if ( there's ) a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something .",". . . feel as if ( there's ) a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something ."
973,973,1.0,85.0,1.0,0.0024997591972351074,"claude chabrol's camera has a [[way]] of gently swaying back and [[forth]] as it [[cradles]] its characters , veiling tension beneath otherwise tender movements .",0.0,0.9635768532752992,"claude chabrol's camera has a [[routing]] of gently swaying back and [[ensuing]] as it [[crib]] its characters , veiling tension beneath otherwise tender movements .",Successful,0.6694660144597179,0.8654751777648926,-57.014625549316406,-51.195777893066406,-5.81884765625,textfooler-973,"claude chabrol's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements .","claude chabrol's camera has a routing of gently swaying back and ensuing as it crib its characters , veiling tension beneath otherwise tender movements ."
849,849,0.0,35.0,0.0,0.008127152919769287,"no matter how much he runs around and acts like a doofus , accepting a 50-year-old in the role is [[creepy]] in a michael [[jackson]] sort of way .",1.0,0.9220374822616576,"no matter how much he runs around and acts like a doofus , accepting a 50-year-old in the role is [[eerie]] in a michael [[benton]] sort of way .",Successful,0.8096427216101598,0.8615350127220154,-42.93500900268555,-43.2747802734375,0.3397712707519531,textfooler-849,"no matter how much he runs around and acts like a doofus , accepting a 50-year-old in the role is creepy in a michael jackson sort of way .","no matter how much he runs around and acts like a doofus , accepting a 50-year-old in the role is eerie in a michael benton sort of way ."
985,985,0.0,271.0,0.0,0.0005300641059875488,"all the queen's men is a [[throwback]] [[war]] [[movie]] that [[fails]] on [[so]] [[many]] [[levels]] , it [[should]] pay reparations to viewers .",1.0,0.7072912454605103,"all the queen's men is a [[regress]] [[wartime]] [[film]] that [[omission]] on [[equally]] [[large]] [[level]] , it [[envisioned]] pay reparations to viewers .",Successful,0.3964513253420688,0.8010121583938599,-53.569541931152344,-50.87013626098633,-2.699405670166016,textfooler-985,"all the queen's men is a throwback war movie that fails on so many levels , it should pay reparations to viewers .","all the queen's men is a regress wartime film that omission on equally large level , it envisioned pay reparations to viewers ."
79,79,0.0,233.0,0.0,0.0006322264671325684,"an [[inept]] , [[tedious]] [[spoof]] of '70s [[kung]] [[fu]] [[pictures]] , it contains almost enough [[chuckles]] for a three-minute sketch , and no more .",1.0,0.8628633618354797,"an [[capable]] , [[strenuous]] [[simulation]] of '70s [[jung]] [[tiger]] [[photographers]] , it contains almost enough [[pleasantries]] for a three-minute sketch , and no more .",Successful,0.4983116255128665,0.5314533710479736,-46.9654769897461,-47.88537216186523,0.9198951721191406,textfooler-79,"an inept , tedious spoof of '70s kung fu pictures , it contains almost enough chuckles for a three-minute sketch , and no more .","an capable , strenuous simulation of '70s jung tiger photographers , it contains almost enough pleasantries for a three-minute sketch , and no more ."
868,868,1.0,205.0,1.0,0.0068534016609191895,the [[philosophical]] musings of the dialogue jar against the [[tawdry]] soap opera [[antics]] of the film's action in a [[way]] that is surprisingly enjoyable .,0.0,0.5475968718528748,the [[philosopher]] musings of the dialogue jar against the [[miserable]] soap opera [[gleeful]] of the film's action in a [[avenues]] that is surprisingly enjoyable .,Successful,0.587983740101745,0.9207693338394164,-49.43265151977539,-44.92225646972656,-4.510395050048828,textfooler-868,the philosophical musings of the dialogue jar against the tawdry soap opera antics of the film's action in a way that is surprisingly enjoyable .,the philosopher musings of the dialogue jar against the miserable soap opera gleeful of the film's action in a avenues that is surprisingly enjoyable .
322,322,1.0,373.0,1.0,0.0005478262901306152,a film of delicate [[interpersonal]] [[dances]] . [[caine]] makes [[us]] [[watch]] as his [[character]] [[awakens]] to the [[notion]] that to [[be]] human is [[eventually]] to [[have]] to [[choose]] . it's a [[sight]] to [[behold]] .,0.0,0.973848819732666,a film of delicate [[personal]] [[cheer]] . [[jia]] makes [[our]] [[monitoring]] as his [[specifications]] [[stirs]] to the [[inkling]] that to [[fi]] human is [[probably]] to [[got]] to [[options]] . it's a [[brainchild]] to [[presume]] .,Successful,0.1457447920214931,0.5555036664009094,-60.66815567016602,-54.74556350708008,-5.9225921630859375,textfooler-322,a film of delicate interpersonal dances . caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose . it's a sight to behold .,a film of delicate personal cheer . jia makes our monitoring as his specifications stirs to the inkling that to fi human is probably to got to options . it's a brainchild to presume .
727,727,0.0,324.0,0.0,0.0014092326164245605,"it's [[provocative]] [[stuff]] , but the speculative [[effort]] is [[hampered]] by taylor's cartoonish [[performance]] and the film's ill-considered [[notion]] that hitler's [[destiny]] was [[shaped]] by the most [[random]] of [[chances]] .",1.0,0.9522079229354858,"it's [[problematic]] [[gimmick]] , but the speculative [[working]] is [[restrained]] by taylor's cartoonish [[materialization]] and the film's ill-considered [[tenets]] that hitler's [[destinies]] was [[molded]] by the most [[happenstance]] of [[endangerment]] .",Successful,0.24614360788210984,0.7517274618148804,-53.19523239135742,-49.82506942749024,-3.3701629638671875,textfooler-727,"it's provocative stuff , but the speculative effort is hampered by taylor's cartoonish performance and the film's ill-considered notion that hitler's destiny was shaped by the most random of chances .","it's problematic gimmick , but the speculative working is restrained by taylor's cartoonish materialization and the film's ill-considered tenets that hitler's destinies was molded by the most happenstance of endangerment ."
222,222,0.0,581.0,0.0,0.0006529688835144043,"[[adults]] [[will]] [[certainly]] [[want]] to [[spend]] their [[time]] in the [[theater]] thinking up [[grocery]] [[lists]] and [[ways]] to [[tell]] their [[kids]] how not to act [[like]] pinocchio . as for children , they won't enjoy the [[movie]] at all .",1.0,0.6861125230789185,"[[mature]] [[willingness]] [[indeed]] [[will]] to [[invest]] their [[duration]] in the [[film]] thinking up [[grocer]] [[exhibited]] and [[techniques]] to [[explains]] their [[petit]] how not to act [[fond]] pinocchio . as for children , they won't enjoy the [[scorsese]] at all .",Successful,0.3628391367184651,0.6687091588973999,-53.76243209838867,-47.21638488769531,-6.5460472106933585,textfooler-222,"adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio . as for children , they won't enjoy the movie at all .","mature willingness indeed will to invest their duration in the film thinking up grocer exhibited and techniques to explains their petit how not to act fond pinocchio . as for children , they won't enjoy the scorsese at all ."
47,47,1.0,230.0,1.0,0.00042885541915893566,a [[passionately]] inquisitive [[film]] [[determined]] to [[uncover]] the [[truth]] and [[hopefully]] [[inspire]] action .,0.0,0.9034348726272584,a [[impatiently]] inquisitive [[kino]] [[checked]] to [[betrays]] the [[vera]] and [[fortunately]] [[boosting]] action .,Successful,0.4428500142691474,0.4220477342605591,-50.63547897338867,-49.1585807800293,-1.476898193359375,textfooler-47,a passionately inquisitive film determined to uncover the truth and hopefully inspire action .,a impatiently inquisitive kino checked to betrays the vera and fortunately boosting action .
372,372,1.0,248.0,1.0,0.00039070844650268566,"[[elegantly]] [[produced]] and expressively [[performed]] , the six [[musical]] numbers crystallize [[key]] [[plot]] moments into minutely [[detailed]] [[wonders]] of dreamlike ecstasy .",0.0,0.7226926684379578,"[[fashionably]] [[fabrication]] and expressively [[doing]] , the six [[choral]] numbers crystallize [[sizeable]] [[plotting]] moments into minutely [[precautionary]] [[honeys]] of dreamlike ecstasy .",Successful,0.23147348007424515,0.6994200944900513,-56.1779670715332,-53.75076293945313,-2.427204132080078,textfooler-372,"elegantly produced and expressively performed , the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy .","fashionably fabrication and expressively doing , the six choral numbers crystallize sizeable plotting moments into minutely precautionary honeys of dreamlike ecstasy ."
358,358,0.0,290.0,0.0,0.00077056884765625,"deuces [[wild]] treads [[heavily]] into romeo and juliet/west [[side]] [[story]] [[territory]] , where it [[plainly]] [[has]] no [[business]] [[going]] .",1.0,0.9968867301940918,"deuces [[cruel]] treads [[highly]] into romeo and juliet/west [[hand]] [[narratives]] [[regions]] , where it [[explicitly]] [[ai]] no [[undertake]] [[partir]] .",Successful,0.194086232706272,0.6607964634895325,-55.651832580566406,-54.94509506225586,-0.7067375183105469,textfooler-358,"deuces wild treads heavily into romeo and juliet/west side story territory , where it plainly has no business going .","deuces cruel treads highly into romeo and juliet/west hand narratives regions , where it explicitly ai no undertake partir ."
898,898,1.0,51.0,1.0,0.0017317533493041992,"for all its [[brooding]] quality , ash wednesday is [[suspenseful]] and ultimately unpredictable , with a sterling ensemble cast .",0.0,0.8145456314086914,"for all its [[broods]] quality , ash wednesday is [[cliffhanger]] and ultimately unpredictable , with a sterling ensemble cast .",Successful,0.7076534431960262,0.9027352333068848,-47.43367385864258,-47.67498779296875,0.2413139343261719,textfooler-898,"for all its brooding quality , ash wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .","for all its broods quality , ash wednesday is cliffhanger and ultimately unpredictable , with a sterling ensemble cast ."
1059,1059,1.0,174.0,1.0,0.0017769932746887207,"oddly , the [[film]] isn't nearly as [[downbeat]] as it sounds , but strikes a tone that's [[alternately]] [[melancholic]] , [[hopeful]] and strangely [[funny]] .",0.0,0.6002915501594543,"oddly , the [[cinematographer]] isn't nearly as [[mopey]] as it sounds , but strikes a tone that's [[alternatively]] [[dour]] , [[hopes]] and strangely [[odd]] .",Successful,0.4578226095312774,0.7780463695526123,-47.41111373901367,-41.56275939941406,-5.8483543395996085,textfooler-1059,"oddly , the film isn't nearly as downbeat as it sounds , but strikes a tone that's alternately melancholic , hopeful and strangely funny .","oddly , the cinematographer isn't nearly as mopey as it sounds , but strikes a tone that's alternatively dour , hopes and strangely odd ."
426,426,0.0,109.0,0.0,0.0005590319633483887,"the [[dialogue]] is cumbersome , the [[simpering]] [[soundtrack]] and editing more [[so]] .",1.0,0.9889634847640992,"the [[dialogues]] is cumbersome , the [[blithering]] [[audio]] and editing more [[well]] .",Successful,0.2978201796359045,0.741618275642395,-48.92658996582031,-45.31077194213867,-3.6158180236816406,textfooler-426,"the dialogue is cumbersome , the simpering soundtrack and editing more so .","the dialogues is cumbersome , the blithering audio and editing more well ."
952,952,0.0,69.0,0.0,0.0015469789505004885,"this is very [[much]] of a mixed [[bag]] , with enough negatives to outweigh the positives .",1.0,0.7030016779899597,"this is very [[sizable]] of a mixed [[packing]] , with enough negatives to outweigh the positives .",Successful,0.6422727797927412,0.9014087915420532,-40.92600631713867,-37.40816116333008,-3.5178451538085938,textfooler-952,"this is very much of a mixed bag , with enough negatives to outweigh the positives .","this is very sizable of a mixed packing , with enough negatives to outweigh the positives ."
59,59,1.0,84.0,1.0,0.0004349350929260254,a well-rounded [[tribute]] to a man whose achievements -- and [[complexities]] -- reached far beyond the end zone .,0.0,0.9729366898536682,a well-rounded [[congratulated]] to a man whose achievements -- and [[complicating]] -- reached far beyond the end zone .,Successful,0.7094214006184208,0.9061436653137208,-39.14022445678711,-37.30443572998047,-1.8357887268066408,textfooler-59,a well-rounded tribute to a man whose achievements -- and complexities -- reached far beyond the end zone .,a well-rounded congratulated to a man whose achievements -- and complicating -- reached far beyond the end zone .
787,787,0.0,63.0,0.0,0.03638964891433717,". . . for all its social and political potential , state property doesn't end up being [[very]] inspiring or insightful .",1.0,0.997107982635498,". . . for all its social and political potential , state property doesn't end up being [[awfully]] inspiring or insightful .",Successful,0.8725129388059689,0.9773042798042296,-32.71444702148437,-31.51916694641113,-1.1952800750732422,textfooler-787,". . . for all its social and political potential , state property doesn't end up being very inspiring or insightful .",". . . for all its social and political potential , state property doesn't end up being awfully inspiring or insightful ."
328,328,0.0,132.0,0.0,0.0005913972854614258,"the [[exploitative]] , [[clumsily]] [[staged]] violence overshadows everything , [[including]] most of the [[actors]] .",1.0,0.9990244507789612,"the [[operational]] , [[joyously]] [[graduated]] violence overshadows everything , [[embrace]] most of the [[agent]] .",Successful,0.2601278440403792,0.5019962191581726,-47.06354141235352,-42.53252029418945,-4.531021118164063,textfooler-328,"the exploitative , clumsily staged violence overshadows everything , including most of the actors .","the operational , joyously graduated violence overshadows everything , embrace most of the agent ."
1029,1029,0.0,47.0,0.0,0.0008469820022583008,[[suffers]] from unlikable characters and a self-conscious sense of its own quirky hipness .,1.0,0.7542601823806763,[[experiencing]] from unlikable characters and a self-conscious sense of its own quirky hipness .,Successful,0.9193227152249184,0.9286640882492064,-36.32116317749024,-34.51839828491211,-1.802764892578125,textfooler-1029,suffers from unlikable characters and a self-conscious sense of its own quirky hipness .,experiencing from unlikable characters and a self-conscious sense of its own quirky hipness .
841,841,0.0,74.0,0.0,0.01690971851348877,"if i could have looked into my future and saw how [[bad]] this [[movie]] was , i would go back and choose to skip it . fortunately , you still have that option .",1.0,0.5104355812072754,"if i could have looked into my future and saw how [[inclement]] this [[films]] was , i would go back and choose to skip it . fortunately , you still have that option .",Successful,0.8661374260444662,0.9366512894630432,-38.73115921020508,-35.989166259765625,-2.741992950439453,textfooler-841,"if i could have looked into my future and saw how bad this movie was , i would go back and choose to skip it . fortunately , you still have that option .","if i could have looked into my future and saw how inclement this films was , i would go back and choose to skip it . fortunately , you still have that option ."
