,Unnamed: 0,ground_truth_output,num_queries,original_output,original_score,original_text,perturbed_output,perturbed_score,perturbed_text,result_type,bleu,sem,acpt_per,acpt_orig,acpt,id,original_text_raw,perturbed_text_raw
172,172,1.0,314.0,1.0,0.0006582140922546388,"spielberg's realization of a near-future america is [[masterful]] . this makes minority report [[necessary]] viewing for sci-fi fans , as the film has some of the best special effects ever .",0.0,0.996122658252716,"spielberg's realization of a near-future america is [[stupendous]] . this makes minority report [[require]] viewing for sci-fi fans , as the film has some of the best special effects ever .",Successful,0.8232325806433648,0.9765326976776124,-43.98693084716797,-44.02542495727539,0.03849411010742188,kuleshov-172,"spielberg's realization of a near-future america is masterful . this makes minority report necessary viewing for sci-fi fans , as the film has some of the best special effects ever .","spielberg's realization of a near-future america is stupendous . this makes minority report require viewing for sci-fi fans , as the film has some of the best special effects ever ."
245,245,1.0,82.0,1.0,0.0007600784301757812,a movie of technical skill and [[rare]] depth of intellect and feeling .,0.0,0.9994302988052368,a movie of technical skill and [[scant]] depth of intellect and feeling .,Successful,0.7611606003349892,0.9540563821792604,-38.97575759887695,-37.5545768737793,-1.4211807250976562,kuleshov-245,a movie of technical skill and rare depth of intellect and feeling .,a movie of technical skill and scant depth of intellect and feeling .
553,553,1.0,45.0,1.0,0.0026444196701049805,"as it turns out , you can [[go]] home again .",0.0,0.9753343462944032,"as it turns out , you can [[skip]] home again .",Successful,0.7016879391277372,0.7640945911407471,-31.02922821044922,-30.785236358642575,-0.24399185180664065,kuleshov-553,"as it turns out , you can go home again .","as it turns out , you can skip home again ."
703,703,0.0,226.0,0.0,0.0009933114051818848,"while holm is [[terrific]] as both men and hjejle quite appealing , the film [[fails]] to make the most out of the intriguing premise .",1.0,0.8265953660011292,"while holm is [[wondrous]] as both men and hjejle quite appealing , the film [[not]] to make the most out of the intriguing premise .",Successful,0.7749224723289705,0.9487658739089966,-50.16265106201172,-46.09925079345703,-4.063400268554688,kuleshov-703,"while holm is terrific as both men and hjejle quite appealing , the film fails to make the most out of the intriguing premise .","while holm is wondrous as both men and hjejle quite appealing , the film not to make the most out of the intriguing premise ."
914,914,0.0,534.0,0.0,0.0011906623840332033,"as it stands , crocodile hunter has the hurried , badly [[cobbled]] [[look]] of the 1959 godzilla , which combined scenes of a japanese monster flick with canned shots of raymond burr commenting on the monster's path of destruction .",1.0,0.9003831744194031,"as it stands , crocodile hunter has the hurried , badly [[alleyways]] [[admire]] of the 1959 godzilla , which combined scenes of a japanese monster flick with canned shots of raymond burr commenting on the monster's path of destruction .",Successful,0.9076141716697396,0.9821133613586426,-53.76152038574219,-52.33016586303711,-1.431354522705078,kuleshov-914,"as it stands , crocodile hunter has the hurried , badly cobbled look of the 1959 godzilla , which combined scenes of a japanese monster flick with canned shots of raymond burr commenting on the monster's path of destruction .","as it stands , crocodile hunter has the hurried , badly alleyways admire of the 1959 godzilla , which combined scenes of a japanese monster flick with canned shots of raymond burr commenting on the monster's path of destruction ."
970,970,0.0,601.0,0.0,0.0012845993041992188,"if a few good men told us that we "" can't handle the truth "" than high crimes poetically [[states]] at one [[point]] in this movie that we "" don't [[care]] about the [[truth]] . """,1.0,0.8077698945999146,"if a few good men told us that we "" can't handle the truth "" than high crimes poetically [[affirms]] at one [[theme]] in this movie that we "" don't [[merciful]] about the [[lowdown]] . """,Successful,0.720113170857006,0.8671160936355591,-50.23701858520508,-44.10026550292969,-6.1367530822753915,kuleshov-970,"if a few good men told us that we "" can't handle the truth "" than high crimes poetically states at one point in this movie that we "" don't care about the truth . ""","if a few good men told us that we "" can't handle the truth "" than high crimes poetically affirms at one theme in this movie that we "" don't merciful about the lowdown . """
107,107,0.0,212.0,0.0,0.0957983136177063,"the film . . . presents classic moral-condundrum drama : what would you have done to survive ? the problem with the film is [[whether]] these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau .",1.0,0.9950239062309264,"the film . . . presents classic moral-condundrum drama : what would you have done to survive ? the problem with the film is [[yet]] these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau .",Successful,0.9400286519761379,0.9873943328857422,-47.50430297851562,-47.4819564819336,-0.02234649658203125,kuleshov-107,"the film . . . presents classic moral-condundrum drama : what would you have done to survive ? the problem with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau .","the film . . . presents classic moral-condundrum drama : what would you have done to survive ? the problem with the film is yet these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau ."
63,63,1.0,235.0,1.0,0.0029828548431396484,"it's a [[testament]] to de niro and director michael caton-jones that by movie's end , we [[accept]] the characters and the film , flaws and all .",0.0,0.9818888902664183,"it's a [[testimonials]] to de niro and director michael caton-jones that by movie's end , we [[tolerate]] the characters and the film , flaws and all .",Successful,0.8058778374128266,0.9469702243804932,-46.86216735839844,-47.79348373413086,0.931316375732422,kuleshov-63,"it's a testament to de niro and director michael caton-jones that by movie's end , we accept the characters and the film , flaws and all .","it's a testimonials to de niro and director michael caton-jones that by movie's end , we tolerate the characters and the film , flaws and all ."
565,565,0.0,409.0,0.0,0.0008665919303894043,[[director]] tom shadyac and [[star]] kevin costner glumly mishandle the story's [[promising]] [[premise]] of a physician who needs to heal himself .,1.0,0.5318063497543335,[[warden]] tom shadyac and [[celebrities]] kevin costner glumly mishandle the story's [[exhilarating]] [[asuncion]] of a physician who needs to heal himself .,Successful,0.6383964846132485,0.8256955146789551,-55.81645202636719,-52.03871536254883,-3.77773666381836,kuleshov-565,director tom shadyac and star kevin costner glumly mishandle the story's promising premise of a physician who needs to heal himself .,warden tom shadyac and celebrities kevin costner glumly mishandle the story's exhilarating asuncion of a physician who needs to heal himself .
625,625,0.0,133.0,0.0,0.00036156177520751953,[[marinated]] in [[clichés]] and [[mawkish]] dialogue .,1.0,0.9944938421249392,[[sirloin]] in [[melodrama]] and [[moralizing]] dialogue .,Successful,0.5555238068023582,0.6865544319152832,-40.63587951660156,-41.789310455322266,1.1534309387207031,kuleshov-625,marinated in clichés and mawkish dialogue .,sirloin in melodrama and moralizing dialogue .
867,867,0.0,105.0,0.0,0.0031268000602722172,. . . hopefully it'll be at the dollar theatres by the time christmas rolls around . [[wait]] to see it then .,1.0,0.9768213033676147,. . . hopefully it'll be at the dollar theatres by the time christmas rolls around . [[anticipation]] to see it then .,Successful,0.8787419089273848,0.9675862193107604,-35.92329025268555,-34.072826385498054,-1.8504638671875,kuleshov-867,. . . hopefully it'll be at the dollar theatres by the time christmas rolls around . wait to see it then .,. . . hopefully it'll be at the dollar theatres by the time christmas rolls around . anticipation to see it then .
809,809,1.0,346.0,1.0,0.0013290643692016602,"never [[lets]] go your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches . . . gorgeous , passionate , and at times uncommonly [[moving]] .",1.0,0.315971314907074,"never [[entitles]] go your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches . . . gorgeous , passionate , and at times uncommonly [[resettled]] .",Successful,0.8797735573892609,0.9605517387390136,-46.624855041503906,-46.61143493652344,-0.01342010498046875,kuleshov-809,"never lets go your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches . . . gorgeous , passionate , and at times uncommonly moving .","never entitles go your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches . . . gorgeous , passionate , and at times uncommonly resettled ."
936,936,0.0,171.0,0.0,0.0006147623062133789,there are many [[definitions]] of 'time waster' but this movie must [[surely]] be [[one]] of them .,1.0,0.975030243396759,there are many [[defining]] of 'time waster' but this movie must [[undeniably]] be [[solo]] of them .,Successful,0.5118285025257894,0.8037217855453491,-47.92223739624024,-43.07324600219727,-4.848991394042969,kuleshov-936,there are many definitions of 'time waster' but this movie must surely be one of them .,there are many defining of 'time waster' but this movie must undeniably be solo of them .
354,354,1.0,319.0,1.0,0.002846717834472656,the film was [[immensely]] [[enjoyable]] [[thanks]] to great [[performances]] by both steve buscemi and rosario dawson . . .,1.0,0.4526808261871338,the film was [[unimaginably]] [[agreeable]] [[tributes]] to great [[performer]] by both steve buscemi and rosario dawson . . .,Successful,0.5908871032231056,0.8792555332183838,-48.65888214111328,-48.86693954467773,0.20805740356445312,kuleshov-354,the film was immensely enjoyable thanks to great performances by both steve buscemi and rosario dawson . . .,the film was unimaginably agreeable tributes to great performer by both steve buscemi and rosario dawson . . .
219,219,0.0,58.0,0.0,0.0006576180458068848,"[[flat]] , [[misguided]] comedy .",1.0,0.9932304620742798,"[[stable]] , [[flawed]] comedy .",Successful,0.6223329772884784,0.597519040107727,-35.17544937133789,-38.29806900024414,3.12261962890625,kuleshov-219,"flat , misguided comedy .","stable , flawed comedy ."
46,46,1.0,280.0,1.0,0.0009569525718688963,"the story itself it mostly told through on-camera interviews with several survivors , [[whose]] riveting memories are rendered with such [[clarity]] that it's as if it all happened only yesterday .",0.0,0.9376736879348756,"the story itself it mostly told through on-camera interviews with several survivors , [[whoever]] riveting memories are rendered with such [[clarification]] that it's as if it all happened only yesterday .",Successful,0.8232325806433648,0.9623846411705016,-43.86956787109375,-41.19684982299805,-2.672718048095703,kuleshov-46,"the story itself it mostly told through on-camera interviews with several survivors , whose riveting memories are rendered with such clarity that it's as if it all happened only yesterday .","the story itself it mostly told through on-camera interviews with several survivors , whoever riveting memories are rendered with such clarification that it's as if it all happened only yesterday ."
593,593,0.0,230.0,0.0,0.00038039684295654297,mushes the college-friends [[genre]] ( the big chill ) [[together]] with the contrivances and [[overwrought]] emotion of soap operas .,1.0,0.9896904826164246,mushes the college-friends [[sorted]] ( the big chill ) [[generals]] with the contrivances and [[excitable]] emotion of soap operas .,Successful,0.540785378808267,0.7691491842269897,-50.57814025878906,-49.56806182861328,-1.0100784301757812,kuleshov-593,mushes the college-friends genre ( the big chill ) together with the contrivances and overwrought emotion of soap operas .,mushes the college-friends sorted ( the big chill ) generals with the contrivances and excitable emotion of soap operas .
278,278,0.0,75.0,0.0,0.00045162439346313477,"swims in [[mediocrity]] , sticking its head up for a breath of fresh air now and then .",1.0,0.9931439161300659,"swims in [[isamu]] , sticking its head up for a breath of fresh air now and then .",Successful,0.8578928092681435,0.8999927043914795,-35.39128112792969,-36.90461730957031,1.513336181640625,kuleshov-278,"swims in mediocrity , sticking its head up for a breath of fresh air now and then .","swims in isamu , sticking its head up for a breath of fresh air now and then ."
150,150,0.0,130.0,0.0,0.00041180849075317383,"'dragonfly' [[dwells]] on crossing-over mumbo jumbo , manipulative sentimentality , and [[sappy]] dialogue .",1.0,0.5507062673568726,"'dragonfly' [[blessedness]] on crossing-over mumbo jumbo , manipulative sentimentality , and [[mawkish]] dialogue .",Successful,0.6591844162499148,0.8826230764389038,-43.943504333496094,-41.66559219360352,-2.277912139892578,kuleshov-150,"'dragonfly' dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue .","'dragonfly' blessedness on crossing-over mumbo jumbo , manipulative sentimentality , and mawkish dialogue ."
370,370,0.0,108.0,0.0,0.002268731594085693,feels [[strangely]] [[hollow]] at its emotional core .,1.0,0.998607099056244,feels [[stunningly]] [[unoccupied]] at its emotional core .,Successful,0.5410822690539396,0.7838815450668335,-38.65882110595703,-40.115867614746094,1.4570465087890625,kuleshov-370,feels strangely hollow at its emotional core .,feels stunningly unoccupied at its emotional core .
722,722,0.0,116.0,0.0,0.009216666221618652,it's a mystery how the movie could be [[released]] in this [[condition]] .,1.0,0.9849161505699158,it's a mystery how the movie could be [[liberating]] in this [[status]] .,Successful,0.6262844962765468,0.7865825891494751,-36.5705451965332,-33.55313491821289,-3.0174102783203125,kuleshov-722,it's a mystery how the movie could be released in this condition .,it's a mystery how the movie could be liberating in this status .
797,797,1.0,67.0,1.0,0.011343181133270264,"not too fancy , not too filling , not too fluffy , but definitely [[tasty]] and sweet .",0.0,0.6716160774230957,"not too fancy , not too filling , not too fluffy , but definitely [[perfumed]] and sweet .",Successful,0.8394327083733336,0.9146656394004822,-33.345260620117195,-30.59901428222656,-2.746246337890625,kuleshov-797,"not too fancy , not too filling , not too fluffy , but definitely tasty and sweet .","not too fancy , not too filling , not too fluffy , but definitely perfumed and sweet ."
1024,1024,1.0,2045.0,1.0,0.0013690590858459473,"the [[film]] has the high-buffed [[gloss]] and high-octane [[jolts]] you [[expect]] of de palma , but what [[makes]] it [[transporting]] is that it's [[also]] [[one]] of the [[smartest]] , most [[pleasurable]] [[expressions]] of pure movie love to come from an american [[director]] in years .",1.0,0.3368859887123108,"the [[cinematography]] has the high-buffed [[shiny]] and high-octane [[slams]] you [[expected]] of de palma , but what [[renders]] it [[hauling]] is that it's [[apart]] [[anyone]] of the [[gentlest]] , most [[nice]] [[protests]] of pure movie love to come from an american [[warden]] in years .",Successful,0.3999273057671031,0.6740337610244751,-57.54016876220703,-52.254310607910156,-5.285858154296875,kuleshov-1024,"the film has the high-buffed gloss and high-octane jolts you expect of de palma , but what makes it transporting is that it's also one of the smartest , most pleasurable expressions of pure movie love to come from an american director in years .","the cinematography has the high-buffed shiny and high-octane slams you expected of de palma , but what renders it hauling is that it's apart anyone of the gentlest , most nice protests of pure movie love to come from an american warden in years ."
367,367,1.0,67.0,1.0,0.0010467767715454102,[[sex]] with strangers is [[fascinating]] . . .,0.0,0.9953814148902892,[[genital]] with strangers is [[enigmatic]] . . .,Successful,0.6147881529512643,0.6727304458618164,-36.13596725463867,-29.32964324951172,-6.806324005126952,kuleshov-367,sex with strangers is fascinating . . .,genital with strangers is enigmatic . . .
489,489,0.0,170.0,0.0,0.008479654788970947,"the beautiful images and solemn words [[cannot]] disguise the slack complacency of [godard's] vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of his voice .",1.0,0.9912980794906616,"the beautiful images and solemn words [[remarkable]] disguise the slack complacency of [godard's] vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of his voice .",Successful,0.9257518071011758,0.9699378609657288,-43.11637878417969,-42.86636352539063,-0.2500152587890625,kuleshov-489,"the beautiful images and solemn words cannot disguise the slack complacency of [godard's] vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of his voice .","the beautiful images and solemn words remarkable disguise the slack complacency of [godard's] vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of his voice ."
552,552,0.0,163.0,0.0,0.013366103172302246,blood work is [[laughable]] in the solemnity with which it tries to pump life into overworked elements from eastwood's dirty harry period .,1.0,0.6189636588096619,blood work is [[grotesque]] in the solemnity with which it tries to pump life into overworked elements from eastwood's dirty harry period .,Successful,0.8787419089273848,0.9466112852096558,-49.6081428527832,-51.84745788574219,2.2393150329589844,kuleshov-552,blood work is laughable in the solemnity with which it tries to pump life into overworked elements from eastwood's dirty harry period .,blood work is grotesque in the solemnity with which it tries to pump life into overworked elements from eastwood's dirty harry period .
579,579,0.0,1088.0,0.0,0.0009248256683349607,"any [[film]] that doesn't [[even]] in passing mention political prisoners , poverty and the boat loads of people who try to escape the country is less a documentary and more [[propaganda]] by way of a [[valentine]] [[sealed]] with a [[kiss]] .",0.0,0.4203115701675415,"any [[movies]] that doesn't [[yet]] in passing mention political prisoners , poverty and the boat loads of people who try to escape the country is less a documentary and more [[promotional]] by way of a [[valeria]] [[seals]] with a [[embrace]] .",Successful,0.7000200170231263,0.7947676181793213,-50.4781379699707,-47.250709533691406,-3.227428436279297,kuleshov-579,"any film that doesn't even in passing mention political prisoners , poverty and the boat loads of people who try to escape the country is less a documentary and more propaganda by way of a valentine sealed with a kiss .","any movies that doesn't yet in passing mention political prisoners , poverty and the boat loads of people who try to escape the country is less a documentary and more promotional by way of a valeria seals with a embrace ."
324,324,1.0,399.0,1.0,0.0012097954750061035,"director lee has a true cinematic knack , but it's also [[nice]] to [[see]] a movie with its heart so [[thoroughly]] , unabashedly on its sleeve .",0.0,0.8936165571212769,"director lee has a true cinematic knack , but it's also [[agreeable]] to [[consult]] a movie with its heart so [[severely]] , unabashedly on its sleeve .",Successful,0.7216597075217096,0.9263925552368164,-46.244483947753906,-47.05082702636719,0.8063430786132812,kuleshov-324,"director lee has a true cinematic knack , but it's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve .","director lee has a true cinematic knack , but it's also agreeable to consult a movie with its heart so severely , unabashedly on its sleeve ."
987,987,0.0,493.0,0.0,0.002562522888183593,this slender [[plot]] [[feels]] [[especially]] [[thin]] [[stretched]] over the [[nearly]] 80-minute running [[time]] .,0.0,0.4160069823265076,this slender [[conspiracies]] [[discoveries]] [[specially]] [[darn]] [[lengthy]] over the [[approximately]] 80-minute running [[tiempo]] .,Successful,0.5828233954152654,0.5689876079559326,-54.15998458862305,-51.61264419555664,-2.5473403930664062,kuleshov-987,this slender plot feels especially thin stretched over the nearly 80-minute running time .,this slender conspiracies discoveries specially darn lengthy over the approximately 80-minute running tiempo .
1005,1005,0.0,323.0,0.0,0.0005620121955871582,"it's difficult to imagine that a more [[confused]] , [[less]] [[interesting]] and more sloppily made film could possibly come down the road in 2002 .",0.0,0.4056459665298462,"it's difficult to imagine that a more [[bemused]] , [[least]] [[exhilarating]] and more sloppily made film could possibly come down the road in 2002 .",Successful,0.7697570474571566,0.8749743103981018,-45.216270446777344,-40.3724365234375,-4.843833923339844,kuleshov-1005,"it's difficult to imagine that a more confused , less interesting and more sloppily made film could possibly come down the road in 2002 .","it's difficult to imagine that a more bemused , least exhilarating and more sloppily made film could possibly come down the road in 2002 ."
840,840,0.0,208.0,0.0,0.000386655330657959,the [[result]] is so [[tame]] that even slightly wised-up kids would quickly change the channel .,1.0,0.5124220848083496,the [[accomplishments]] is so [[risen]] that even slightly wised-up kids would quickly change the channel .,Successful,0.7098108717509044,0.6026938557624817,-43.65290451049805,-40.42566680908203,-3.227237701416016,kuleshov-840,the result is so tame that even slightly wised-up kids would quickly change the channel .,the accomplishments is so risen that even slightly wised-up kids would quickly change the channel .
675,675,1.0,226.0,1.0,0.0008733868598937987,"with its jerky hand-held camera and [[documentary]] feel , bloody sunday is a [[sobering]] recount of a very bleak day in derry .",0.0,0.994029462337494,"with its jerky hand-held camera and [[paperwork]] feel , bloody sunday is a [[dismal]] recount of a very bleak day in derry .",Successful,0.7522135016840221,0.889958381652832,-45.75831985473633,-45.1632194519043,-0.5951004028320312,kuleshov-675,"with its jerky hand-held camera and documentary feel , bloody sunday is a sobering recount of a very bleak day in derry .","with its jerky hand-held camera and paperwork feel , bloody sunday is a dismal recount of a very bleak day in derry ."
114,114,1.0,349.0,1.0,0.0018047690391540527,". . . is funny in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm [[without]] [[ever]] succumbing to sentimentality .",0.0,0.8273724317550659,". . . is funny in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm [[nope]] [[permanently]] succumbing to sentimentality .",Successful,0.8935248372106969,0.9626956582069396,-41.6718978881836,-40.95153427124024,-0.7203636169433594,kuleshov-114,". . . is funny in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality .",". . . is funny in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm nope permanently succumbing to sentimentality ."
394,394,1.0,82.0,1.0,0.002543389797210693,the best thing i can say about this film is that i can't [[wait]] to see what the director does next .,0.0,0.9991791248321532,the best thing i can say about this film is that i can't [[hoping]] to see what the director does next .,Successful,0.8725129388059689,0.9445906281471252,-28.55180358886719,-26.91937255859375,-1.6324310302734375,kuleshov-394,the best thing i can say about this film is that i can't wait to see what the director does next .,the best thing i can say about this film is that i can't hoping to see what the director does next .
350,350,0.0,64.0,0.0,0.011807262897491457,the master of disguise is awful . it's pauly shore awful . don't say you weren't [[warned]] .,0.0,0.3926714062690735,the master of disguise is awful . it's pauly shore awful . don't say you weren't [[cautious]] .,Successful,0.8915993127600096,0.9608389139175416,-40.03131484985352,-40.82099151611328,0.7896766662597656,kuleshov-350,the master of disguise is awful . it's pauly shore awful . don't say you weren't warned .,the master of disguise is awful . it's pauly shore awful . don't say you weren't cautious .
502,502,0.0,289.0,0.0,0.0015296339988708494,"unfortunately , the [[experience]] of actually watching the movie is [[less]] [[compelling]] than the circumstances of its making .",1.0,0.7514097690582275,"unfortunately , the [[savoring]] of actually watching the movie is [[fewest]] [[incontrovertible]] than the circumstances of its making .",Successful,0.6289868866690355,0.8327809572219849,-45.02132797241211,-39.43333435058594,-5.587993621826172,kuleshov-502,"unfortunately , the experience of actually watching the movie is less compelling than the circumstances of its making .","unfortunately , the savoring of actually watching the movie is fewest incontrovertible than the circumstances of its making ."
13,13,0.0,249.0,0.0,0.0004807710647583008,perhaps even the slc high command [[found]] writer-director mitch davis's wall of kitsch [[hard]] going .,1.0,0.5027529001235962,perhaps even the slc high command [[discovery]] writer-director mitch davis's wall of kitsch [[dur]] going .,Successful,0.6413865258981679,0.936186909675598,-53.13253402709961,-54.56054306030274,1.428009033203125,kuleshov-13,perhaps even the slc high command found writer-director mitch davis's wall of kitsch hard going .,perhaps even the slc high command discovery writer-director mitch davis's wall of kitsch dur going .
847,847,0.0,402.0,0.0,0.0005134344100952148,"forages for audience sympathy [[like]] a temperamental child begging for attention , giving audiences no [[reason]] to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining .",1.0,0.9766157269477844,"forages for audience sympathy [[loved]] a temperamental child begging for attention , giving audiences no [[why]] to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining .",Successful,0.8403034716144353,0.9684079885482788,-51.30230331420898,-47.51681518554688,-3.785488128662109,kuleshov-847,"forages for audience sympathy like a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining .","forages for audience sympathy loved a temperamental child begging for attention , giving audiences no why to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining ."
