,ground_truth_output,num_queries,original_output,original_score,original_text,perturbed_output,perturbed_score,perturbed_text,result_type,bleu,sem,acpt_per,acpt_orig,acpt,id,original_text_raw,perturbed_text_raw
41,0.0,161.0,0.0,0.0015998482704162598,"after [[several]] [[scenes]] of this [[tacky]] [[nonsense]] , you'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially [[because]] half [[past]] dead is [[like]] the rock on a wal-mart [[budget]] .",1.0,0.5113428831100464,"after [[respective]] [[photographing]] of this [[naff]] [[senseless]] , you'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially [[as]] half [[ancient]] dead is [[love]] the rock on a wal-mart [[estimation]] .",Successful,0.5423932270674464,0.7924725413322449,-59.86305236816406,-55.660945892333984,-4.202106475830078,textfooler-41,"after several scenes of this tacky nonsense , you'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially because half past dead is like the rock on a wal-mart budget .","after respective photographing of this naff senseless , you'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially as half ancient dead is love the rock on a wal-mart estimation ."
42,0.0,1.0,1.0,0.6374742984771729,"blue crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky "" pretty woman "" retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought .",1.0,0.6374742984771729,"blue crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky "" pretty woman "" retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought .",Skipped,,,,,,textfooler-42,"blue crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky "" pretty woman "" retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought .","blue crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky "" pretty woman "" retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought ."
43,1.0,68.0,1.0,0.004518389701843262,"even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses [[lends]] the film a resonant undertone of tragedy .",0.0,0.8477747440338135,"even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses [[anticipates]] the film a resonant undertone of tragedy .",Successful,0.9370011451812967,0.9885289669036865,-46.597373962402344,-45.217437744140625,-1.3799362182617188,textfooler-43,"even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .","even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses anticipates the film a resonant undertone of tragedy ."
44,0.0,138.0,0.0,0.0013762712478637695,the romance between the leads isn't as [[compelling]] or as [[believable]] as it [[should]] [[be]] .,0.0,0.007984280586242676,the romance between the leads isn't as [[unconvincing]] or as [[conclusive]] as it [[expected]] [[have]] .,Failed,,,,,,textfooler-44,the romance between the leads isn't as compelling or as believable as it should be .,the romance between the leads isn't as unconvincing or as conclusive as it expected have .
45,0.0,146.0,0.0,0.0010544657707214355,the [[movie]] is a little tired ; [[maybe]] the original [[inspiration]] has [[run]] its [[course]] .,1.0,0.9947224259376526,the [[filmmakers]] is a little tired ; [[ultimately]] the original [[instil]] has [[manages]] its [[trajectory]] .,Successful,0.2948206012486906,0.5800750255584717,-50.93852615356445,-48.20565414428711,-2.7328720092773438,textfooler-45,the movie is a little tired ; maybe the original inspiration has run its course .,the filmmakers is a little tired ; ultimately the original instil has manages its trajectory .
46,1.0,70.0,1.0,0.0009569525718688963,"the story itself it mostly told through on-camera interviews with several survivors , whose [[riveting]] memories are rendered with such [[clarity]] that it's as if it all happened only yesterday .",0.0,0.6667062640190125,"the story itself it mostly told through on-camera interviews with several survivors , whose [[scintillating]] memories are rendered with such [[clarification]] that it's as if it all happened only yesterday .",Successful,0.8232325806433648,0.9654642343521118,-41.84589767456055,-40.77703094482422,-1.0688667297363281,textfooler-46,"the story itself it mostly told through on-camera interviews with several survivors , whose riveting memories are rendered with such clarity that it's as if it all happened only yesterday .","the story itself it mostly told through on-camera interviews with several survivors , whose scintillating memories are rendered with such clarification that it's as if it all happened only yesterday ."
47,1.0,230.0,1.0,0.0004288554191589356,a [[passionately]] inquisitive [[film]] [[determined]] to [[uncover]] the [[truth]] and [[hopefully]] [[inspire]] action .,0.0,0.9034348726272584,a [[impatiently]] inquisitive [[kino]] [[checked]] to [[betrays]] the [[vera]] and [[fortunately]] [[boosting]] action .,Successful,0.4428500142691474,0.4220477342605591,-50.63547897338867,-49.1585807800293,-1.476898193359375,textfooler-47,a passionately inquisitive film determined to uncover the truth and hopefully inspire action .,a impatiently inquisitive kino checked to betrays the vera and fortunately boosting action .
48,0.0,117.0,0.0,0.0003581047058105469,"a [[zombie]] [[movie]] in every sense of the word--mindless , lifeless , meandering , [[loud]] , painful , [[obnoxious]] .",1.0,0.9976590275764464,"a [[undead]] [[panorama]] in every sense of the word--mindless , lifeless , meandering , [[potent]] , painful , [[despicable]] .",Successful,0.602867050301643,0.6276439428329468,-36.7342643737793,-35.967063903808594,-0.7672004699707031,textfooler-48,"a zombie movie in every sense of the word--mindless , lifeless , meandering , loud , painful , obnoxious .","a undead panorama in every sense of the word--mindless , lifeless , meandering , potent , painful , despicable ."
49,0.0,323.0,0.0,0.0009414553642272947,"the [[movie]] doesn't [[generate]] a lot of energy . it is [[dark]] , brooding and [[slow]] , and [[takes]] its [[central]] [[idea]] [[way]] too [[seriously]] .",0.0,0.002598881721496582,"the [[film]] doesn't [[brings]] a lot of energy . it is [[darker]] , brooding and [[slower]] , and [[chose]] its [[critical]] [[insights]] [[approach]] too [[sharply]] .",Failed,,,,,,textfooler-49,"the movie doesn't generate a lot of energy . it is dark , brooding and slow , and takes its central idea way too seriously .","the film doesn't brings a lot of energy . it is darker , brooding and slower , and chose its critical insights approach too sharply ."
50,1.0,238.0,1.0,0.003626048564910889,"[[highlighted]] by a [[gritty]] style and an excellent cast , it's better than one might [[expect]] when you [[look]] at the list of [[movies]] starring ice-t in a [[major]] [[role]] .",0.0,0.5349377989768982,"[[emphasized]] by a [[grimy]] style and an excellent cast , it's better than one might [[sufferance]] when you [[blankly]] at the list of [[filming]] starring ice-t in a [[prodigious]] [[roles]] .",Successful,0.5222122200484607,0.7836986184120178,-56.59128952026367,-50.16761779785156,-6.423671722412109,textfooler-50,"highlighted by a gritty style and an excellent cast , it's better than one might expect when you look at the list of movies starring ice-t in a major role .","emphasized by a grimy style and an excellent cast , it's better than one might sufferance when you blankly at the list of filming starring ice-t in a prodigious roles ."
51,0.0,108.0,0.0,0.001592576503753662,"the first [[mistake]] , i suspect , is [[casting]] shatner as a legendary professor and kunis as a brilliant college student--where's pauly shore as the [[rocket]] scientist ?",1.0,0.7101261615753174,"the first [[deceiving]] , i suspect , is [[smelters]] shatner as a legendary professor and kunis as a brilliant college student--where's pauly shore as the [[howitzers]] scientist ?",Successful,0.7224637864373493,0.9095498323440552,-54.104888916015625,-51.74664306640625,-2.358245849609375,textfooler-51,"the first mistake , i suspect , is casting shatner as a legendary professor and kunis as a brilliant college student--where's pauly shore as the rocket scientist ?","the first deceiving , i suspect , is smelters shatner as a legendary professor and kunis as a brilliant college student--where's pauly shore as the howitzers scientist ?"
